mode,nv_total_valid_exec,nv_err_exec,nv_err_rate,saved_hangs,saved_crashes,last_http_code,last_latency_ms,last_ncov_total,body_rule_pass,body_rule_reject,body_score_pass,body_score_reject,body_score_rpc_ok,body_score_rpc_fail,summary_source,execution_scope,metric_semantics,scenario,online_filter_mode,sent_to_target,filtered_by_rule,filtered_by_ae,filtered_by_fanogan
afl_metadata_online_filter_smoke,27,0,0.000000,0,0,0,702,0,20,7,0,27,20,0,afl_fuzz_metadata_online_filter,alfresco_metadata_update_mock_afl_online_filter_smoke,"Representative AFL++ mutation-chain smoke with SE-fAnoGAN-ES-style online filter prototype over Alfresco metadata_update mock semantics; mock target only, not full SE-fAnoGAN-ES and not real Alfresco service.",metadata_update,rule_fanogan,0,7,0,20
