mode,total_samples,expected_valid,expected_invalid,rule_only_pass,rule_only_reject,ae_v1_pass,ae_v1_reject,fanogan_pass,fanogan_reject,rule_fanogan_pass,rule_fanogan_reject,false_accept,false_reject,accuracy,model_type,summary_source,execution_scope,metric_semantics
rule_score,33,9,24,10,23,29,4,21,12,9,24,0,0,1.000000,torch_fanogan_style_candidate,python_static_loop,alfresco_fanogan_v1_candidate_min_calibration,Python static-loop Alfresco fAnoGAN v1 candidate validity scoring; not a full SE-fAnoGAN-ES and not a full AFL++ mutation-chain execution.
