modes,runs_per_mode,total_runs,total_execs_done,total_valid_exec,total_err_exec,max_nv_err_rate,saved_crashes_total,saved_hangs_total,scoring_error_total,rule_only_stability_score,rule_ae_stability_score,rule_fanogan_stability_score,rule_ae_fanogan_stability_score,overall_stability_score,ae_primary_recommendation,fanogan_online_stability_observation,summary_source,execution_scope,metric_semantics
4,3,12,3687,3525,0,0.000000,0,0,0,1.000000,1.000000,1.000000,1.000000,1.000000,keep_ae_v1_as_primary,fanogan_online_path_stable_without_scoring_error_but_short_sample_count_keep_ae_v1_primary,afl_fuzz_online_filter_ablation_stability,alfresco_content_update_mock_afl_online_filter_four_mode_short_stability,"Short stability experiment over four SE-fAnoGAN-ES-style online filter modes in representative AFL++ mutation-chain; mock target only, not full SE-fAnoGAN-ES and not real Alfresco service."
