scenario,modes,total_execs_done,total_valid_exec,total_err_exec,max_nv_err_rate,saved_crashes_total,saved_hangs_total,total_tmout,scoring_error_total,rule_only_sent_to_target,rule_ae_sent_to_target,rule_fanogan_sent_to_target,rule_ae_fanogan_sent_to_target,rule_only_filtered_by_rule,rule_ae_filtered_by_ae,rule_fanogan_filtered_by_fanogan,rule_ae_fanogan_filtered_by_fanogan,rule_only_filename_detected_count,rule_ae_filename_detected_count,rule_fanogan_filename_detected_count,rule_ae_fanogan_filename_detected_count,ae_primary_recommendation,fanogan_online_observation,summary_source,execution_scope,metric_semantics
multipart_upload,4,1254,1200,0,0.000000,0,0,0,0,80,64,18,20,518,6,0,0,98,84,18,20,keep_ae_v1_as_primary,fanogan_online_path_runs_without_scoring_error_but_inference_cost_is_higher_keep_ae_v1_primary,afl_fuzz_multipart_online_filter_ablation,alfresco_multipart_upload_mock_afl_online_filter_four_mode_ablation,"Multipart_upload four-mode SE-fAnoGAN-ES-style online filter ablation over representative AFL++ mutation-chain; mock target only, not full SE-fAnoGAN-ES and not real Alfresco service."
