mode,nv_total_valid_exec,nv_err_exec,nv_err_rate,saved_hangs,saved_crashes,last_http_code,last_latency_ms,last_ncov_total,body_rule_pass,body_rule_reject,body_score_pass,body_score_reject,body_score_rpc_ok,body_score_rpc_fail,summary_source,execution_scope,metric_semantics,online_filter_mode,sent_to_target,filtered_by_rule,filtered_by_ae,filtered_by_fanogan
afl_online_filter_smoke,579,0,0.000000,0,0,0,0,0,155,451,154,452,155,0,afl_fuzz_online_filter,alfresco_content_update_mock_afl_online_filter_smoke,"Representative AFL++ mutation-chain smoke with SE-fAnoGAN-ES-style online filter prototype; mock target only, not full SE-fAnoGAN-ES and not real Alfresco service.",rule_ae,154,451,1,0
