profile,summary_source,execution_scope,metric_semantics,execs_done,run_time,nv_total_valid_exec,nv_err_exec,saved_crashes,saved_hangs,edges_found,nv_mab_c,nv_mab_min_explore,nv_mab_total_pulls,nv_mab_cold_start_picks,nv_mab_ucb_picks,arm0_pulls,arm1_pulls,arm2_pulls,arm0_mean,arm1_mean,arm2_mean,arm0_sum,arm1_sum,arm2_sum,security_state_total,security_state_new_total,security_state_delta_last,security_state_observations,security_state_seed_credit,state_log_records,state_log_distinct_states,state_log_minus_observations,state_log_distinct_minus_covset,state_accounting_note,ss_cov_sum,ss_cov_max,ss_selected_sum,ss_prob_max,boundary
alfresco_metadata_update,p0_mab_security_state_feedback,p0_deterministic_integration_test,"AFL++ run over a deterministic local target; Cov is the project security-state coverage (method+path+response class), not AFL native edge coverage",428,6,400,1,0,0,0,5.0000000000e-02,8,202,24,179,70,65,67,7.0000000000e-02,7.0769230769e-02,7.1641791045e-02,4.9000000000e+00,4.6000000000e+00,4.8000000000e+00,9,9,0,398,9,428,10,30,1,"state_log_records counts every target execution, including the dry-run/calibration/trim executions that never reach common_fuzz_stuff; security_state_observations counts only the fuzzing-loop executions whose status document was read and was not a replay. state_log_distinct_minus_covset is therefore the number of states only ever reached outside the fuzzing loop.",9,8,10,2.305016,P0 deterministic integration test; local network-free target; not a platform experiment; not a real O2OA/Alfresco/Flowable service; AFL native edge coverage is not used as the security-state metric
