profile,summary_source,execution_scope,metric_semantics,execs_done,run_time,nv_total_valid_exec,nv_err_exec,saved_crashes,saved_hangs,edges_found,nv_mab_c,nv_mab_min_explore,nv_mab_total_pulls,nv_mab_cold_start_picks,nv_mab_ucb_picks,arm0_pulls,arm1_pulls,arm2_pulls,arm0_mean,arm1_mean,arm2_mean,arm0_sum,arm1_sum,arm2_sum,security_state_total,security_state_new_total,security_state_delta_last,security_state_observations,security_state_seed_credit,state_log_records,state_log_distinct_states,ss_cov_sum,ss_cov_max,ss_selected_sum,ss_prob_max,boundary
o2oa_cms_doc_list,p0_mab_security_state_feedback,p0_deterministic_integration_test,"AFL++ run over a deterministic local target; Cov is the project security-state coverage (method+path+response class), not AFL native edge coverage",428,7,400,0,0,0,0,5.0000000000e-02,8,201,24,178,41,13,147,-5.3658536585e-02,-6.9230769231e-02,-4.4897959184e-02,-2.2000000000e+00,-9.0000000000e-01,-6.6000000000e+00,,,,,,428,20,0,0,8,0.615572,P0 deterministic integration test; local network-free target; not a platform experiment; not a real O2OA/Alfresco/Flowable service; AFL native edge coverage is not used as the security-state metric
